tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz
0,1,1,0,1,1,-0.15,0.02,-1.16,9368.49,-1171.22,-2127.79
0,1,0,0,1,1,-0.02,0.18,-1.21,10000.00,-6047.15,-1000.00
0,1,1,0,1,1,0.09,0.24,-1.21,-2000.00,-1161.29,-2816.38
0,1,1,0,1,1,0.07,0.10,-1.16,-3636.48,500.00,1388.34
0,1,1,0,1,1,0.02,-0.01,-1.13,-3172.46,3203.48,4136.48
0,1,0,0,1,1,-0.08,-0.05,-1.12,1966.50,4021.09,6266.75
0,1,0,0,1,1,-0.10,0.09,-1.14,3616.63,1277.92,475.19
0,1,0,0,1,1,-0.09,0.07,-1.15,3016.13,-3023.57,-2763.03
0,1,0,0,1,1,0.01,0.13,-1.14,-111.66,-4791.57,-3790.32
0,1,1,0,1,1,0.10,0.09,-1.14,-5018.61,-2181.14,-3137.72
0,1,0,0,1,1,0.08,-0.06,-1.13,-5141.44,2249.38,13.65
0,1,0,0,1,1,-0.00,-0.16,-1.17,-751.86,3590.57,1851.12
0,1,0,0,1,1,-0.05,-0.13,-1.13,2230.77,3178.66,2202.23
0,1,0,0,1,1,-0.10,-0.09,-1.15,4027.30,1951.61,1535.98
0,1,0,0,1,1,-0.09,-0.00,-1.15,5353.60,-394.54,193.55
0,1,0,0,1,1,-0.07,0.06,-1.16,4799.01,-2658.81,-766.75
0,1,0,0,1,1,-0.00,0.13,-1.18,1831.27,-3967.74,-1893.30
0,1,1,0,1,1,0.06,0.08,-1.16,-2006.20,-1062.04,-1409.43
0,1,0,0,1,1,0.06,0.04,-1.16,-2910.67,1053.35,160.05
0,1,0,0,1,1,0.03,-0.05,-1.14,-2067.00,2866.01,1320.10
0,1,0,0,1,1,-0.02,-0.11,-1.14,490.07,3733.25,2129.03
0,1,0,0,1,1,-0.11,-0.09,-1.11,3545.91,3007.45,828.78
0,1,0,0,1,1,-0.12,-0.01,-1.14,3877.17,202.23,-374.69
0,1,0,0,1,1,-0.09,0.05,-1.12,3851.12,-2112.90,-1300.25
0,1,0,0,1,1,-0.05,0.06,-1.14,2464.02,-3126.55,-1872.21
0,1,0,0,1,1,0.02,0.10,-1.17,40.94,-1471.46,-1244.42
0,1,0,0,1,1,0.04,0.04,-1.16,-1617.87,12.41,264.27
0,1,0,0,1,1,0.03,-0.00,-1.15,-1612.90,1246.90,807.69
0,1,0,0,1,1,-0.02,-0.04,-1.15,-225.81,2135.24,997.52
0,1,0,0,1,1,-0.05,-0.10,-1.13,2114.14,2375.93,1941.69
0,1,0,0,1,1,-0.11,-0.03,-1.14,3451.61,1545.91,988.83
0,1,0,0,1,1,-0.11,0.02,-1.16,3598.02,-626.55,-1904.47
0,1,0,0,1,1,-0.08,0.06,-1.17,2772.95,-2476.43,-2050.87
0,1,0,0,1,1,0.01,0.16,-1.15,-125.31,-2821.34,-951.61
0,1,0,0,1,1,0.00,0.03,-1.16,-2841.19,-836.23,531.02
0,1,0,0,1,1,0.03,-0.02,-1.14,-2528.54,1067.00,868.49
0,1,0,0,1,1,0.01,-0.07,-1.15,-1204.72,3094.29,1710.92
0,1,0,0,1,1,-0.08,-0.11,-1.13,1232.01,2735.73,2121.59
0,1,0,0,1,1,-0.11,-0.07,-1.11,4088.09,955.34,952.85
0,1,0,0,1,1,-0.10,0.01,-1.14,5485.11,-1487.59,-354.84
0,1,0,0,1,1,-0.07,0.10,-1.16,3064.52,-2595.53,-1771.71
0,1,0,0,1,1,0.02,0.13,-1.13,-347.39,-3481.39,-1808.93
0,1,0,0,1,1,0.05,0.04,-1.14,-2255.58,-1224.57,-260.55
0,1,0,0,1,1,0.06,-0.03,-1.14,-2473.95,2027.30,1243.18
0,1,0,0,1,1,-0.03,-0.12,-1.14,-111.66,3947.89,2023.57
0,1,0,0,1,1,-0.07,-0.08,-1.14,2447.89,2596.78,1507.44
0,1,0,0,1,1,-0.12,-0.03,-1.17,4352.36,220.84,-367.25
0,1,0,0,1,1,-0.10,0.03,-1.15,4847.40,-2145.16,-1408.19
0,1,0,0,1,1,-0.03,0.10,-1.15,2857.32,-2672.46,-1452.85
0,1,0,0,1,1,-0.01,0.07,-1.16,-897.02,-1236.97,-338.71
0,1,0,0,1,1,-0.01,0.05,-1.14,-2516.13,-504.96,-521.09
0,1,0,0,1,1,0.03,-0.02,-1.12,-1538.46,250.62,363.52
0,1,0,0,1,1,-0.01,-0.04,-1.14,-320.10,3370.97,2052.11
0,1,0,0,1,1,-0.12,-0.10,-1.15,2831.27,3384.62,1981.39
0,1,0,0,1,1,-0.12,0.00,-1.14,4867.25,754.34,-952.85
0,1,0,0,1,1,-0.12,0.07,-1.15,3527.30,-1311.42,-1502.48
0,1,0,0,1,1,-0.07,0.11,-1.18,3627.79,-4584.37,-686.10
0,1,1,0,1,1,0.06,0.14,-1.14,-3105.46,-4940.45,-1415.63
0,1,1,0,1,1,0.10,0.05,-1.12,-2810.18,-817.62,249.38
0,1,1,0,1,1,0.05,-0.03,-1.14,-2318.86,2789.08,708.44
0,1,0,0,1,1,-0.02,-0.07,-1.14,-161.29,4472.71,1193.55
0,1,0,0,1,1,-0.09,-0.11,-1.13,2326.30,2547.15,1388.34
0,1,0,0,1,1,-0.12,-0.05,-1.14,4071.96,1052.11,-1.24
0,1,0,0,1,1,-0.10,0.04,-1.16,4405.71,-2218.36,-1302.73
0,1,0,0,1,1,-0.02,0.07,-1.13,1863.52,-4042.19,-2552.11
0,1,0,0,1,1,0.05,0.08,-1.15,-1771.71,-2043.43,-1405.71
0,1,0,0,1,1,0.07,0.02,-1.16,-3749.38,1308.93,983.87
0,1,0,0,1,1,0.02,-0.09,-1.13,-2295.29,2992.56,1807.69
0,1,0,0,1,1,-0.05,-0.13,-1.13,1433.00,3400.75,1488.83
0,1,0,0,1,1,-0.08,-0.10,-1.13,4718.36,2243.18,1090.57
0,1,0,0,1,1,-0.16,-0.03,-1.16,3719.60,-380.89,-802.73
0,1,0,0,1,1,-0.09,0.03,-1.15,4197.27,-4289.08,-1408.19
0,1,0,0,1,1,0.02,0.11,-1.12,2155.09,-4545.91,-2660.05
0,1,1,0,1,1,0.07,0.09,-1.15,-2243.18,-1918.12,-660.05
0,1,0,0,1,1,0.06,-0.00,-1.15,-3363.53,782.88,964.02
0,1,0,0,1,1,0.07,-0.07,-1.15,-1585.61,3846.16,1945.41
0,1,0,0,1,1,-0.06,-0.09,-1.14,740.70,4697.27,1857.32
0,1,0,0,1,1,-0.09,-0.12,-1.13,4282.88,1514.89,-70.72
0,1,0,0,1,1,-0.12,0.01,-1.15,5931.77,-1378.41,-1026.06
0,1,0,0,1,1,-0.04,0.11,-1.15,4300.25,-4447.89,-1652.61
0,1,0,0,1,1,0.02,0.09,-1.15,-462.78,-3822.58,-2049.63
0,1,0,0,1,1,0.10,0.07,-1.14,-2471.47,-2544.67,-1021.09
0,1,0,0,1,1,0.12,0.02,-1.16,-3134.00,2369.73,1462.78
0,1,0,0,1,1,0.02,-0.09,-1.15,-1710.92,5816.38,2146.40
0,1,0,0,1,1,-0.09,-0.09,-1.13,2249.38,5279.16,2018.61
0,1,0,0,1,1,-0.12,-0.09,-1.11,4415.64,1911.91,-1080.65
0,1,0,0,1,1,-0.13,-0.04,-1.15,6156.33,-2111.66,-2204.72
0,1,0,0,1,1,-0.06,0.11,-1.13,3542.19,-3885.86,-3734.49
0,1,0,0,1,1,0.01,0.13,-1.15,1369.73,-4228.29,-1169.98
0,1,1,0,1,1,0.06,0.10,-1.14,-2359.80,-1136.48,586.85
0,1,1,0,1,1,0.05,0.03,-1.16,-4472.71,2088.09,1816.38
0,1,0,0,1,1,0.02,-0.09,-1.14,-2766.75,3748.14,2928.04
0,1,0,0,1,1,-0.07,-0.11,-1.13,1202.23,3955.34,2808.93
0,1,0,0,1,1,-0.12,-0.08,-1.12,4408.19,2847.40,529.78
,,,,,,,,,,,
0,1,0,0,1,1,-0.16,-0.01,-1.15,4827.55,194.79,-1096.77
0,1,0,0,1,1,-0.14,0.05,-1.15,2986.35,-3218.36,-2702.23
0,1,0,0,1,1,0.00,0.11,-1.15,1361.04,-3334.99,-1712.16
0,1,0,0,1,1,-0.02,0.06,-1.14,-1734.49,-960.30,392.06
0,1,0,0,1,1,0.02,0.01,-1.16,-2933.00,1239.45,1437.97
0,1,0,0,1,1,-0.03,-0.09,-1.13,-1460.30,2998.76,1821.34
0,1,0,0,1,1,-0.08,-0.06,-1.12,3182.38,2621.59,2423.08
0,1,0,0,1,1,-0.13,-0.05,-1.14,4021.09,2085.61,-899.50
0,1,0,0,1,1,-0.16,0.01,-1.13,4212.16,-663.77,-2352.36
0,1,0,0,1,1,-0.08,0.10,-1.12,3903.23,-3325.06,-2707.20
0,1,0,0,1,1,-0.02,0.09,-1.14,-22.33,-2428.04,-1671.22
0,1,0,0,1,1,-0.00,0.10,-1.17,-2053.35,-897.02,1116.63
0,1,0,0,1,1,-0.01,0.01,-1.16,-2722.09,1449.13,2694.79
0,1,0,0,1,1,-0.04,-0.07,-1.13,-1921.84,3951.61,2496.28
0,1,0,0,1,1,-0.12,-0.10,-1.12,2326.30,3648.89,1026.06
0,1,0,0,1,1,-0.15,-0.03,-1.10,5205.96,874.69,-1446.65
0,1,0,0,1,1,-0.14,0.07,-1.12,4763.03,-2414.39,-2348.64
0,1,0,0,1,1,-0.10,0.10,-1.12,2200.99,-4057.07,-2504.96
0,1,0,0,1,1,-0.02,0.11,-1.14,-1111.66,-3580.65,-1338.71
0,1,0,0,1,1,0.05,0.06,-1.15,-2269.23,-1058.31,961.54
0,1,0,0,1,1,0.03,0.02,-1.16,-3076.92,2461.54,1822.58
0,1,0,0,1,1,-0.03,-0.09,-1.14,-991.32,3471.47,3223.33
0,1,0,0,1,1,-0.09,-0.09,-1.12,1272.95,3031.02,1165.01
0,1,0,0,1,1,-0.12,-0.07,-1.11,4879.66,1454.10,-1375.93
0,1,0,0,1,1,-0.13,0.02,-1.15,4344.92,-1023.57,-2962.78
0,1,0,0,1,1,-0.08,0.07,-1.13,2370.97,-2940.45,-3351.12
0,1,0,0,1,1,-0.04,0.11,-1.15,-729.53,-2359.80,-615.38
0,1,0,0,1,1,-0.00,0.03,-1.16,-3263.03,-76.92,1383.38
0,1,0,0,1,1,-0.03,-0.06,-1.15,-1781.64,1753.10,3031.02
0,1,0,0,1,1,-0.06,-0.09,-1.15,1614.14,2611.66,2781.64
0,1,0,0,1,1,-0.11,-0.07,-1.13,3869.73,3261.79,1219.60
0,1,0,0,1,1,-0.18,-0.02,-1.14,5378.41,200.99,-91.81
0,1,0,0,1,1,-0.15,0.08,-1.15,3334.99,-3389.58,-3729.53
0,1,0,0,1,1,-0.03,0.15,-1.11,655.09,-3514.89,-2674.94
0,1,0,0,1,1,0.02,0.11,-1.16,-3822.58,466.50,405.71
0,1,0,0,1,1,-0.07,-0.09,-1.17,-1946.65,3714.64,3461.54
0,1,0,0,1,1,-0.12,-0.08,-1.12,3655.09,2187.35,2650.13
0,1,0,0,1,1,-0.17,0.02,-1.15,5214.64,408.19,430.52
0,1,0,0,1,1,-0.15,0.08,-1.12,4524.82,-1715.88,-1318.86
0,1,0,0,1,1,-0.08,0.15,-1.13,1905.71,-3679.90,-2210.92
0,1,1,0,1,1,0.02,0.15,-1.12,-615.38,-3129.03,-1677.42
0,1,1,0,1,1,0.08,0.07,-1.14,-3263.03,531.02,944.17
0,1,0,0,1,1,0.00,-0.00,-1.16,-3677.42,3795.29,2114.14
0,1,0,0,1,1,-0.09,-0.08,-1.17,683.62,2717.12,2416.87
0,1,0,0,1,1,-0.12,-0.05,-1.12,4605.46,1310.17,775.43
0,1,0,0,1,1,-0.14,0.03,-1.12,6455.34,-1188.59,-1177.42
0,1,0,0,1,1,-0.09,0.13,-1.15,2003.72,-1769.23,-3198.51
0,1,0,0,1,1,-0.04,0.11,-1.13,-1651.37,-2834.99,-1363.52
0,1,0,0,1,1,0.04,0.05,-1.13,-2468.98,-1457.82,1052.11
0,1,0,0,1,1,0.05,-0.03,-1.14,-2429.28,2604.22,2189.83
0,1,0,0,1,1,-0.05,-0.07,-1.16,153.85,3401.99,2888.34
0,1,0,0,1,1,-0.11,-0.07,-1.13,3079.41,2037.22,993.80
0,1,0,0,1,1,-0.18,-0.02,-1.13,5411.91,-660.05,-1699.75
0,1,0,0,1,1,-0.08,0.12,-1.15,2286.60,-2543.43,-3454.10
0,1,0,0,1,1,-0.02,0.09,-1.15,-2327.54,-1831.27,14.89
0,1,0,0,1,1,0.04,0.01,-1.15,-3519.85,966.50,2236.97
0,1,0,0,1,1,-0.04,-0.09,-1.15,-1642.68,3222.09,2140.20
0,1,0,0,1,1,-0.08,-0.10,-1.13,2624.07,2305.21,1130.27
0,1,0,0,1,1,-0.15,-0.04,-1.09,5320.10,328.78,-1265.51
0,1,0,0,1,1,-0.15,0.03,-1.14,3522.33,-1441.69,-3641.44
0,1,0,0,1,1,-0.06,0.11,-1.13,2172.46,-3109.18,-2179.90
0,1,0,0,1,1,-0.01,0.08,-1.13,-2331.27,-1794.05,985.11
0,1,0,0,1,1,0.02,-0.01,-1.14,-1379.65,222.08,2898.26
0,1,0,0,1,1,-0.03,0.04,-1.13,745.66,3908.19,1946.65
0,1,0,0,1,1,-0.16,-0.05,-1.11,3631.52,1985.11,-1014.89
0,1,0,0,1,1,-0.13,0.08,-1.13,4970.23,-2045.91,-2852.36
0,1,0,0,1,1,-0.05,0.07,-1.10,1429.28,-2564.52,-2560.80
0,1,0,0,1,1,0.02,0.10,-1.16,-2642.68,-1527.30,1784.12
0,1,0,0,1,1,0.04,-0.01,-1.14,-3055.83,1383.38,3129.03
0,1,0,0,1,1,-0.08,-0.11,-1.12,-42.18,5079.41,1359.80
0,1,0,0,1,1,-0.13,-0.02,-1.13,5044.67,2104.22,-2472.71
0,1,0,0,1,1,-0.17,0.04,-1.12,5580.65,-2691.07,-4085.61
0,1,0,0,1,1,-0.06,0.11,-1.15,1794.05,-5143.92,-4294.05
0,1,0,0,1,1,0.03,0.12,-1.15,-1297.77,-2964.02,820.10
0,1,0,0,1,1,0.06,0.05,-1.14,-3730.77,2289.08,4648.89
0,1,0,0,1,1,-0.04,-0.07,-1.19,-521.09,4450.37,3166.25
0,1,0,0,1,1,-0.12,-0.05,-1.14,3894.54,2822.58,650.12
0,1,0,0,1,1,-0.12,0.04,-1.13,4563.28,152.61,-2270.47
0,1,0,0,1,1,-0.10,0.07,-1.16,2811.42,-1738.21,-3506.21
0,1,0,0,1,1,-0.05,0.10,-1.14,1552.11,-4125.31,-1379.65
0,1,0,0,1,1,0.02,0.09,-1.16,-1820.10,-2588.09,-419.36
0,1,0,0,1,1,0.08,0.10,-1.16,-5125.31,1196.03,1292.80
0,1,0,0,1,1,-0.03,-0.11,-1.11,-4267.99,4590.57,2564.52
0,1,0,0,1,1,-0.10,-0.14,-1.13,2202.23,3813.90,1750.62
0,1,0,0,1,1,-0.18,-0.06,-1.13,6897.03,70.72,-848.64
0,1,0,0,1,1,-0.12,0.06,-1.16,6874.69,-3965.26,-3327.55
0,1,0,0,1,1,-0.02,0.16,-1.16,1909.43,-4786.60,-4557.07
0,1,0,0,1,1,0.06,0.09,-1.10,-2280.40,-3187.35,-2678.66
0,1,0,0,1,1,0.09,0.03,-1.16,-4080.65,2629.03,1075.68
0,1,0,0,1,1,0.00,-0.06,-1.16,-2480.15,5669.98,2784.12
0,1,0,0,1,1,-0.11,-0.12,-1.15,1692.31,4404.47,3379.65
0,1,0,0,1,1,-0.18,-0.09,-1.12,4339.95,2011.17,366.01
0,1,0,0,1,1,-0.19,0.03,-1.12,6387.10,-3168.74,-1575.68
0,1,0,0,1,1,-0.04,0.12,-1.12,2913.15,-4420.60,-3062.04
0,1,0,0,1,1,-0.00,0.10,-1.13,-2344.91,-1805.21,-727.05
0,1,0,0,1,1,0.04,0.03,-1.15,-2988.84,760.55,1741.94
0,1,0,0,1,1,-0.00,-0.03,-1.13,-2088.09,3297.77,1575.68
0,1,0,0,1,1,-0.09,-0.11,-1.15,-250.62,3679.90,1331.27
0,1,0,0,1,1,-0.12,-0.10,-1.12,4035.98,2093.05,794.05
0,1,0,0,1,1,-0.21,-0.05,-1.13,7029.78,-1049.63,-1567.00
0,1,0,0,1,1,-0.10,0.13,-1.15,4831.27,-3436.73,-3147.64
0,1,0,0,1,1,-0.04,0.14,-1.15,24.81,-3531.02,-2325.06
0,1,0,0,1,1,0.06,0.07,-1.13,-2393.30,-1869.73,-225.81
0,1,0,0,1,1,0.05,0.06,-1.15,-2585.61,1766.75,2120.35
0,1,0,0,1,1,-0.02,-0.04,-1.14,-2320.10,4224.57,2366.01
0,1,0,0,1,1,-0.12,-0.12,-1.11,1522.33,2434.24,2691.07
0,1,0,0,1,1,-0.16,-0.07,-1.17,5761.79,971.46,-729.53
0,1,0,0,1,1,-0.13,0.09,-1.14,5795.29,-1796.53,-2620.35
0,1,0,0,1,1,-0.06,0.10,-1.13,-58.31,-2951.61,-2955.34
0,1,0,0,1,1,-0.01,0.07,-1.14,-1815.14,-3178.66,-433.00
0,1,0,0,1,1,0.03,0.02,-1.14,-2203.47,-348.64,2379.65
0,1,0,0,1,1,0.04,-0.05,-1.14,-1632.76,3409.43,2801.49
0,1,0,0,1,1,-0.10,-0.09,-1.12,763.03,3880.90,2210.92
0,1,0,0,1,1,-0.16,-0.09,-1.12,5152.61,1200.99,302.73
0,1,0,0,1,1,-0.13,0.03,-1.11,6734.49,-2167.49,-2676.18
0,1,1,0,1,1,-0.04,0.12,-1.15,2612.90,-3552.11,-4362.29
0,1,1,0,1,1,0.02,0.12,-1.14,-975.19,-2140.20,-2389.58
0,1,0,0,1,1,0.05,0.08,-1.17,-4052.11,1836.23,1595.53
0,1,0,0,1,1,-0.02,-0.06,-1.14,-4498.76,4744.42,1392.06
,,,,,,,,,,,
0,1,0,0,1,1,-0.16,-0.13,-1.12,1189.83,3299.01,2403.23
0,1,0,0,1,1,-0.17,-0.07,-1.12,5987.60,522.33,987.59
0,1,0,0,1,1,-0.12,0.09,-1.14,6161.29,-1064.52,-1767.99
0,1,0,0,1,1,-0.09,0.14,-1.14,2202.23,-3001.24,-2473.95
0,1,0,0,1,1,-0.01,0.12,-1.12,-1996.28,-2624.07,-1930.52
0,1,0,0,1,1,0.03,0.04,-1.17,-2796.53,368.49,1124.07
0,1,0,0,1,1,-0.03,-0.02,-1.16,-4468.98,3377.17,1244.42
0,1,0,0,1,1,-0.10,-0.15,-1.13,-966.50,2707.20,1437.97
0,1,0,0,1,1,-0.13,-0.13,-1.11,4299.01,1444.17,1368.49
0,1,0,0,1,1,-0.12,-0.01,-1.09,7070.72,-714.64,854.84
0,1,0,0,1,1,-0.12,0.06,-1.11,5003.72,-3083.13,-1514.89
0,1,0,0,1,1,-0.03,0.10,-1.14,584.37,-4117.87,-3444.17
0,1,0,0,1,1,0.03,0.08,-1.14,-2142.68,-1348.64,165.01
0,1,0,0,1,1,0.04,-0.02,-1.15,-3732.01,4503.72,1253.10
0,1,0,0,1,1,-0.11,-0.11,-1.12,-1754.34,4952.86,1887.10
0,1,0,0,1,1,-0.19,-0.10,-1.12,4919.36,1740.70,1028.54
0,1,0,0,1,1,-0.18,0.05,-1.11,7107.94,-2220.84,-1555.83
0,1,0,0,1,1,-0.07,0.13,-1.15,2274.19,-3830.03,-3486.35
0,1,0,0,1,1,0.00,0.09,-1.14,-2331.27,-3830.03,-2591.81
0,1,0,0,1,1,0.04,0.03,-1.14,-2641.44,488.83,599.26
0,1,0,0,1,1,-0.01,-0.03,-1.15,-1993.80,4689.83,2127.79
0,1,0,0,1,1,-0.14,-0.09,-1.14,1966.50,3535.98,2095.53
0,1,0,0,1,1,-0.19,-0.04,-1.15,5442.93,-688.59,-689.83
0,1,0,0,1,1,-0.08,0.11,-1.08,4950.37,-3646.40,-2244.42
0,1,0,0,1,1,-0.04,0.09,-1.14,-197.27,-3496.28,-3034.74
0,1,0,0,1,1,0.06,0.07,-1.14,-1646.40,-1287.84,1161.29
0,1,0,0,1,1,0.04,-0.03,-1.16,-3228.29,3229.53,1666.25
0,1,0,0,1,1,-0.04,-0.08,-1.15,-2307.69,4686.11,2026.06
0,1,0,0,1,1,-0.15,-0.16,-1.11,3552.11,1978.91,2364.77
0,1,0,0,1,1,-0.13,-0.06,-1.10,6663.78,-356.08,-491.32
0,1,0,0,1,1,-0.09,0.12,-1.16,4867.25,-2578.16,-3003.72
0,1,0,0,1,1,-0.05,0.09,-1.14,-337.47,-3414.39,-3084.37
0,1,0,0,1,1,0.04,0.04,-1.15,-3524.82,-1214.64,-1899.50
0,1,0,0,1,1,0.03,-0.02,-1.17,-1894.54,1648.88,2115.39
0,1,0,0,1,1,-0.03,-0.07,-1.17,-1740.70,3983.87,2834.99
0,1,0,0,1,1,-0.14,-0.14,-1.14,1357.32,1983.87,1683.62
0,1,0,0,1,1,-0.15,-0.07,-1.11,7111.67,-611.66,808.93
0,1,0,0,1,1,-0.12,0.09,-1.19,5117.87,-1545.91,-719.60
0,1,0,0,1,1,-0.07,0.10,-1.13,1856.08,-3393.30,-879.65
0,1,0,0,1,1,0.01,0.08,-1.14,-3209.68,-2944.17,-1102.98
0,1,0,0,1,1,0.05,-0.01,-1.17,-3341.19,-308.93,-634.00
0,1,0,0,1,1,0.02,-0.08,-1.14,-697.27,4127.79,1521.09
0,1,0,0,1,1,-0.08,-0.16,-1.11,2507.45,4929.28,2233.25
0,1,0,0,1,1,-0.17,-0.11,-1.14,6699.76,2075.68,196.03
0,1,0,0,1,1,-0.13,0.11,-1.13,7272.96,-2820.10,-1955.34
0,1,0,0,1,1,-0.02,0.18,-1.14,142.68,-3967.74,-3944.17
0,1,0,0,1,1,0.01,0.12,-1.13,-2609.18,-2913.15,227.05
0,1,0,0,1,1,0.06,-0.01,-1.14,-3846.16,1585.61,1388.34
0,1,0,0,1,1,-0.04,-0.06,-1.19,-1807.69,3911.91,900.74
0,1,0,0,1,1,-0.13,-0.09,-1.11,2683.62,2227.05,2250.62
0,1,0,0,1,1,-0.19,-0.02,-1.13,6035.98,-220.84,-161.29
0,1,0,0,1,1,-0.10,0.07,-1.18,5192.31,-2817.62,-2155.09
0,1,0,0,1,1,-0.02,0.17,-1.15,1277.92,-3203.48,-1890.82
0,1,1,0,1,1,0.07,0.11,-1.13,-4591.81,506.20,1571.96
0,1,0,0,1,1,0.02,-0.06,-1.15,-3126.55,3452.86,2399.50
0,1,0,0,1,1,-0.08,-0.11,-1.10,2842.43,3879.65,1058.31
0,1,0,0,1,1,-0.19,-0.05,-1.13,5816.38,1725.81,-468.98
0,1,0,0,1,1,-0.14,0.08,-1.11,4697.27,-1915.63,-1982.63
0,1,0,0,1,1,-0.06,0.17,-1.11,1904.47,-3610.42,-1753.10
0,1,1,0,1,1,-0.01,0.14,-1.15,-658.81,-3286.60,182.38
0,1,0,0,1,1,0.05,0.08,-1.16,-3413.15,-717.12,341.19
0,1,0,0,1,1,-0.01,-0.01,-1.16,-3681.14,3320.10,552.11
0,1,0,0,1,1,-0.07,-0.08,-1.12,-2156.33,3964.02,1089.33
0,1,0,0,1,1,-0.19,-0.12,-1.10,1456.58,2877.17,1702.23
0,1,0,0,1,1,-0.20,-0.11,-1.06,7235.74,464.02,3.72
0,1,0,0,1,1,-0.11,0.10,-1.17,6459.06,-661.29,-2719.60
0,1,0,0,1,1,-0.07,0.16,-1.12,2781.64,-2934.24,-2074.44
0,1,0,0,1,1,-0.04,0.13,-1.16,-1081.89,-3674.94,119.11
0,1,0,0,1,1,0.00,0.05,-1.13,-3003.72,-1467.74,966.50
0,1,0,0,1,1,0.01,-0.05,-1.11,-2410.67,3827.55,1822.58
0,1,0,0,1,1,-0.07,-0.12,-1.09,2390.82,5037.22,1461.54
0,1,0,0,1,1,-0.15,-0.04,-1.13,5567.00,1719.60,-528.54
0,1,0,0,1,1,-0.16,0.13,-1.12,6926.80,-2810.18,-2374.69
0,1,0,0,1,1,-0.05,0.22,-1.13,2661.29,-4117.87,-2650.13
0,1,1,0,1,1,0.01,0.17,-1.14,-2267.99,-3204.72,-179.90
0,1,1,0,1,1,0.08,0.10,-1.14,-3471.47,-2322.58,987.59
0,1,1,0,1,1,0.08,0.03,-1.12,-5369.73,3027.30,2194.79
0,1,0,0,1,1,-0.06,-0.10,-1.12,-2436.73,5573.20,2452.85
0,1,0,0,1,1,-0.16,-0.07,-1.08,3714.64,4067.00,229.53
0,1,0,0,1,1,-0.22,0.05,-1.13,8027.30,-1038.46,-2702.23
0,1,0,0,1,1,-0.12,0.15,-1.15,2870.97,-4093.05,-3421.84
0,1,1,0,1,1,-0.03,0.13,-1.14,-1302.73,-4461.54,689.83
0,1,0,0,1,1,0.05,-0.00,-1.13,-1997.52,-921.84,730.77
0,1,0,0,1,1,0.00,-0.02,-1.17,-1532.26,2516.13,1026.06
0,1,0,0,1,1,-0.05,-0.04,-1.16,-936.73,2978.91,1936.73
0,1,0,0,1,1,-0.11,-0.07,-1.14,2743.18,2223.33,983.87
0,1,0,0,1,1,-0.12,0.00,-1.13,5416.88,456.58,-848.64
0,1,0,0,1,1,-0.12,0.07,-1.16,3624.07,-1069.48,-2630.27
0,1,0,0,1,1,-0.09,0.11,-1.14,1246.90,-1970.22,-2142.68
0,1,0,0,1,1,-0.02,0.13,-1.15,-94.29,-2328.79,183.62
0,1,0,0,1,1,0.00,0.07,-1.16,-1334.99,-966.50,604.22
0,1,0,0,1,1,0.01,0.02,-1.13,-3114.15,2366.01,1104.22
0,1,0,0,1,1,-0.06,-0.07,-1.13,-2001.24,3996.28,1898.26
